"Año","Origen","U_Destino","Cantidad"
"2001","U. Eafit-","Southern illinois U. Carbondale","1206"
"2001","U. Pedagogica y tecnologica de Col. - uptc","Michigan state U.","1207"
"2001","U. Of british columbia","Cornell U.","1208"
"2001","Colegio mayor de nuestra señora del rosario","Ohio U. - main campus","1209"
"2001","U. Pontificia bolivariana","U. Of san diego","1210"
"2001","Iowa state U.","U. Of maryland - college park","1211"
"2001","U. De la salle","Amherst college","1212"
"2001","U. Nal. De Col.","U. Of maryland - college park","1213"
"2001","U. Eafit-","Pennsylvania state U.","1214"
"2001","U. Javeriana","U. Of pittsburgh - main campus","1215"
"2001","U. Pontificia bolivariana","U. Of california - los angeles","1216"
"2001","U. De los andes","Ascot elementary school","1217"
"2001","U. Nal. De Col.","Manhattan comprehensive night & day high school","1218"
"2001","U. Del atlantico","Cabin john middle school","1219"
"2001","U. Del valle","Frost middle school","1220"
"2001","U. Del valle","Pearl river high school","1221"
"2001","U. Javeriana","Johns hopkins U.","1222"
"2001","U. De los andes","Suny stony brook","1223"
"2001","U. De los andes","Fordham U.","1224"
"2001","U. Pedagogica nal.","Harvard U.","1225"
"2001","U. De la sabana","U. Of minnesota - twin cities","1226"
"2001","U. Nal. De Col.","U. Of south florida","1227"
"2001","U. Del norte","U. Of texas at austin","1228"
"2001","U. De los andes","Georgia institute of technology - main campus","1229"
"2001","U. Distrital-francisco jose de caldas","U. Of washington","1230"
"2001","U. De los andes","U. Of pittsburgh - main campus","1231"
"2001","U. Nal. De Col.","U. Of notre dame","1232"
"2001","U. De los andes","U. Of illinois at urbana-champaign","1233"
"2001","U. Francisco de paula std","U. Of texas at austin","1234"
"2001","U. Autonoma de occidente","Michigan state U.","1235"
"2002","U. Nal. De Col.","U. Of georgia","1236"
"2002","U. De los andes","U. Of maryland - college park","1237"
"2002","U. Eafit-","U. Of maryland - college park","1238"
"2002","U. De los andes","Rutgers, the state U. Of new jersey","1239"
"2002","U. Javeriana","Washington state U.","1240"
"2002","U. De los andes","Columbia U. In the city of new york","1241"
"2002","U. De los andes","Duke U.","1242"
"2002","U. De los andes","Rutgers, the state U. Of new jersey","1243"
"2002","Colegio mayor de nuestra señora del rosario","Suny at binghamton","1244"
"2002","U. De los andes","Georgetown U.","1245"
"2002","U. Pontificia bolivariana","Tulane U.","1246"
"2002","U. Javeriana","U. Of massachusetts amherst","1247"
"2002","U. Javeriana","Syracuse U.","1248"
"2002","U. De los andes","U. Of chicago","1249"
"2002","U. Nal. De Col.","U. Of pittsburgh - main campus","1250"
"2002","U. Del valle","D'youville porter campus school # 3","1251"
"2002","U. Incca de Col.","Sierra high school","1252"
"2002","U. Externado de Col.","Georgia institute of technology - main campus","1253"
"2002","Escuela de ingenieria de antioquia eia","Ohio state U.","1254"
"2002","Escuela de ingenieria de antioquia eia","Claremont graduate U.","1255"
"2002","U. Javeriana","U. Of illinois at urbana-champaign","1256"
"2002","U. Distrital-francisco jose de caldas","U. Of missouri - columbia","1257"
"2002","U. Nal. De Col.","Rutgers, the state U. Of new jersey","1258"
"2002","U. De los andes","Yale U.","1259"
"2002","U. Eafit-","Indiana U. Bloomington","1260"
"2002","U. Del norte","Michigan technological U.","1261"
"2002","U. Nal. De Col.","Ohio state U.","1262"
"2002","U. Nal. De Col.","Hooper avenue school","1263"
"2002","U. Nal. De Col.","Lakewood high school","1264"
"2002","U. Pontificia bolivariana","U. Of illinois at urbana-champaign","1265"
"2002","U. Del atlantico","Woodrow wilson elementary school","1266"
"2002","U. Nal. De Col.","U. Of washington","1267"
"2002","U. Nal. De Col.","Washington state U.","1268"
"2002","U. Nal. De Col.","U. Of california, berkeley","1269"
"2002","U. Javeriana","U. Of cincinnati","1270"
"2002","U. Eafit-","Georgia institute of technology - main campus","1271"
"2002","U. Nal. De Col.","U. Of illinois at chicago","1272"
"2002","U. Javeriana","U. Of alabama at birmingham","1273"
"2002","U. Del norte","U. Of dallas","1274"
"2002","U. De los llanos","U. Of arkansas, fayetteville","1275"
"2002","U. De la salle","North carolina state U.","1276"
"2003","Fundacion U. De bogota - jorge tadeo lozano","U. Of texas at austin","1277"
"2003","U. Eafit-","Georgia institute of technology - main campus","1278"
"2003","U. Nal. De Col.","City college of new york of the city U. Of new york, the","1279"
"2003","U. Del valle","North carolina state U.","1280"
"2003","U. De los andes","U. Of illinois at chicago","1281"
"2003","U. De los andes","U. Of pittsburgh - main campus","1282"
"2003","U. Javeriana","Columbia U. In the city of new york","1283"
"2003","U. De los andes","U. Of chicago","1284"
"2003","U. De los andes","Pennsylvania state U.","1285"
"2003","U. De los andes","Clark U.","1286"
"2003","U. Nal. De Col.","Creekside high school","1287"
"2003","U. Nal. De Col.","Dewitt central high school","1288"
"2003","Instituto pedagógico de idiomasde minsk","U. Of arizona","1289"
"2003","U. Nal. De Col.","Ohio state U.","1290"
"2003","U. Javeriana","Rutgers, the state U. Of new jersey","1291"
"2003","U. De cartagena","U. Of south carolina - columbia","1292"
"2003","U. Nal. De Col.","U. Of maryland - college park","1293"
"2003","U. Eafit-","Emory U.","1294"
"2003","U. Eafit-","Florida international U.","1295"
"2003","U. De los andes","Rensselaer polytechnic institute","1296"
"2003","U. Autonoma de bucaramanga-unab-","Southern illinois U. Carbondale","1297"
"2003","U. Autonoma de bucaramanga-unab-","U. Of new mexico","1298"
"2003","U. Industrial de std","U. Of nebraska - lincoln","1299"
"2003","U. Pontificia bolivariana","U. Of illinois at urbana-champaign","1300"
"2003","U. Tecnologica de bolivar","Iowa state U.","1301"
"2003","U. Nal. De Col.","Oregon state U.","1302"
"2003","U. Pedagogica y tecnologica de Col. - uptc","U. Of illinois at urbana-champaign","1303"
"2003","U. Del valle","Virginia polytechnic institute and state U.","1304"
"2003","U. Del norte","Cornell U.","1305"
"2003","U. Pontificia bolivariana","U. Of connecticut","1306"
"2003","Fundacion U. De america","Texas a&m U.","1307"
"2003","U. Del valle","U. Of georgia","1308"
"2003","U. Del atlantico","Martin luther king academic magnet","1309"
"2003","U. Pedagogica nal.","Cherry hill high school","1310"
"2003","U. Incca de Col.","Feaster-edison charter school","1311"
"2003","Tbilisi georgia U.","Arizona state U.","1312"
"2003","U. SurCol.","Iowa state U.","1313"
"2003","U. Javeriana","U. Of pittsburgh - main campus","1314"
"2003","U. De los andes","Indiana U. Bloomington","1315"
"2003","U. Javeriana","Loyola U. Of chicago","1316"
"2003","U. De la sabana","U. Of washington","1317"
"2004","U. Nal. De Col.","Yale U.","1318"
"2004","U. De antioquia","U. Of california, riverside","1319"
"2004","U. Nal. De Col.","San diego state U.","1320"
"2004","U. Nal. De Col.","U. Of kansas","1321"
"2004","U. Eafit-","Iowa state U.","1322"
"2004","U. De los andes","Georgia institute of technology - main campus","1323"
"2004","U. De antioquia","Southern illinois U. Carbondale","1324"
"2004","U. Del tolima","Ball state U.","1325"
"2004","U. Nal. De Col.","Oregon state U.","1326"
"2004","U. Nal. De Col.","U. Of arizona","1327"
"2004","U. Nal. De Col.","Georgia institute of technology - main campus","1328"
"2004","U. De los andes","Suny stony brook","1329"
"2004","U. Nal. De Col.","U. Of oklahoma","1330"
"2004","U. Eafit-","Purdue U.","1331"
"2004","U. Eafit-","Syracuse U.","1332"
"2004","U. De los andes","Pennsylvania state U.","1333"
"2004","U. Industrial de std","U. Of south florida","1334"
"2004","U. Tecnologica de pereira - utp","Iowa state U.","1335"
"2004","U. Pontificia bolivariana","Purdue U.","1336"
"2004","U. Pontificia bolivariana","U. Of pittsburgh - main campus","1337"
"2004","U. Del cauca","U. Of kansas","1338"
"2004","U. Tecnologica de pereira - utp","Suny stony brook","1339"
"2004","U. Nal. De Col.","U. Of illinois at urbana-champaign","1340"
"2004","U. Industrial de std","U. Of texas at austin","1341"
"2004","U. Industrial de std","Rensselaer polytechnic institute","1342"
"2004","U. Pontificia bolivariana","Pennsylvania state U.","1343"
"2004","U. De antioquia","Louisiana state U. And a&m college","1344"
"2004","U. Nal. De Col.","Washington state U.","1345"
"2004","U. De antioquia","U. Of northern iowa","1346"
"2004","U. De antioquia","Southern illinois U. Carbondale","1347"
"2004","U. De antioquia","U. Of illinois at urbana-champaign","1348"
"2004","U. Del atlantico","Washington state U.","1349"
"2004","U. Pontificia bolivariana","U. Of nebraska - lincoln","1350"
"2004","U. Del norte","Rutgers, the state U. Of new jersey","1351"
"2004","U. Nal. De Col.","U. Of maryland - college park","1352"
"2004","U. De los andes","U. Of connecticut","1353"
"2004","U. De los andes","Rhode island school of design","1354"
"2004","U. De los andes","Bard college","1355"
"2004","U. Nal. De Col.","New york U.","1356"
"2004","Colegio mayor de nuestra señora del rosario","New york U.","1357"
"2004","U. De los andes","New york U.","1358"
"2004","U. De los andes","Duke U.","1359"
"2004","U. De los andes","New york U.","1360"
"2004","U. De los andes","George washington U., the","1361"
"2004","U. Santiago de cali","Cascade middle school","1362"
"2004","U. De los andes","U. Of new mexico","1363"
"2004","U. Nal. De Col.","Glenwood elementary school","1364"
"2004","U. De la salle","The alfred zimberg school","1365"
"2004","U. Nal. De Col.","Roosevelt middle school","1366"
"2004","U. Nal. De Col.","Ridgewood elementary school","1367"
"2004","U. Javeriana","New york U.","1368"
"2004","U. Nal. De Col.","Texas christian U.","1369"
"2004","U. Nal. De Col.","José limón dance foundation","1370"
"2005","U. Del valle","San diego state U.","1371"
"2005","U. De los andes","The new school","1372"
"2005","U. Pontificia bolivariana","Arizona state U.","1373"
"2005","U. De los andes","Georgetown U.","1374"
"2005","U. Eafit-","Suny at albany","1375"
"2005","U. De los andes","Rutgers, the state U. Of new jersey","1376"
"2005","U. De los andes","U. Of california - san diego","1377"
"2005","U. Pedagogica y tecnologica de Col. - uptc","U. Of arizona","1378"
"2005","Escuela de ingenieria de antioquia eia","U. Of arizona","1379"
"2005","U. Del norte","U. Of california, berkeley","1380"
"2005","U. Industrial de std","U. Of california, merced","1381"
"2005","U. Industrial de std","U. Of illinois at urbana-champaign","1382"
"2005","U. Industrial de std","U. Of connecticut","1383"
"2005","U. Del norte","Georgia institute of technology - main campus","1384"
"2005","U. Del norte","U. Of illinois at urbana-champaign","1385"
"2005","U. Del norte","Georgia institute of technology - main campus","1386"
"2005","U. De los andes","Rutgers, the state U. Of new jersey","1387"
"2005","U. De los andes","Suny at albany","1388"
"2005","U. De los andes","U. Of pittsburgh - main campus","1389"
"2005","U. Autonoma de occidente","U. Of illinois at urbana-champaign","1390"
"2005","U. Del valle","West virginia U.","1391"
"2005","U. Pedagogica nal.","U. Of new mexico","1392"
"2005","U. De antioquia","U. Of texas health science center houston","1393"
"2005","U. Industrial de std","U. Of wisconsin - madison","1394"
"2005","U. De los andes","Ohio U. - main campus","1395"
"2005","U. De los andes","Pratt institute","1396"
"2005","U. Nal. De Col.","San francisco art institute","1397"
"2005","U. De los andes","Columbia U. In the city of new york","1398"
"2005","U. Industrial de std","George washington U., the","1399"
"2005","U. Nal. De Col.","The new school","1400"
"2005","U. De los andes","Columbia U. In the city of new york","1401"
"2005","U. Externado de Col.","Manchester U.","1402"
"2005","U. De caldas","Eastmoor academy","1403"
"2005","U. Del quindio","Beck middle school","1404"
"2005","U. Nal. De Col.","School for international training","1405"
"2005","U. Externado de Col.","U. Of south carolina - columbia","1406"
"2005","Escuela Col. de ingenieria julio garavito","New york film academy, new york","1407"
"2005","U. Del atlantico","U. Prep academy","1408"
"2005","U. Del valle","Richland northeast high school","1409"
"2005","U. De manizales","Columbia U. In the city of new york","1410"
"2005","U. De nariño","Westminster choir college","1411"
"2005","U. Javeriana","Lasell college","1412"
"2006","U. Eafit-","Brandeis U.","1413"
"2006","U. Del cauca","U. Of arizona","1414"
"2006","U. Del valle","Indiana U. Bloomington","1415"
"2006","U. Pontificia bolivariana","Georgetown U.","1416"
"2006","U. Externado de Col.","U. Of florida","1417"
"2006","U. De los andes","Rutgers, the state U. Of new jersey","1418"
"2006","Escuela de ingenieria de antioquia eia","Boston college","1419"
"2006","Escuela de ingenieria de antioquia eia","Brandeis U.","1420"
"2006","U. Nal. De Col.","Emory U.","1421"
"2006","U. Industrial de std","U. Of california, berkeley","1422"
"2006","U. Nal. De Col.","U. Of illinois at urbana-champaign","1423"
"2006","U. Autonoma de bucaramanga-unab-","Kansas state U.","1424"
"2006","U. Tecnologica de pereira - utp","Purdue U.","1425"
"2006","U. Tecnologica de pereira - utp","Arizona state U.","1426"
"2006","U. Autonoma de occidente","Suny stony brook","1427"
"2006","U. Autonoma de occidente","Rochester institute of technology","1428"
"2006","U. De los andes","U. Of wisconsin - madison","1429"
"2006","U. Del quindio","Florida state U.","1430"
"2006","U. Pedagogica nal.","Illinois state U.","1431"
"2006","U. Del tolima","Suny at buffalo","1432"
"2006","U. Militar-nueva granada","U. Of iowa","1433"
"2006","U. Nal. De Col.","Harvard U.","1434"
"2006","Colegio mayor de nuestra señora del rosario","U. Of maryland - college park","1435"
"2006","U. Javeriana","U. Of washington","1436"
"2006","U. Del valle","Ball state U.","1437"
"2006","U. De antioquia","Suny at binghamton","1438"
"2006","U. Nal. De Col.","Temple U.","1439"
"2006","U. De los andes","Cornell U.","1440"
"2006","U. De los andes","Massachusetts institute of technology","1441"
"2006","U. Nal. De Col.","San francisco art institute","1442"
"2006","U. Distrital-francisco jose de caldas","Temple U.","1443"
"2006","U. Nal. De Col.","Pratt institute","1444"
"2006","U. Javeriana","Columbia U. In the city of new york","1445"
"2006","U. Libre","U. Of california, berkeley","1446"
"2006","U. Javeriana","California state U. - sacramento","1447"
"2006","U. De barcelona","Columbia U. In the city of new york","1448"
"2006","U. Incca de Col.","Cesar chavez middle school","1449"
"2006","U. Del valle","Guilford high school","1450"
"2006","U. Nal. De Col.","New york U.","1451"
"2006","U. Javeriana","U. Of california, berkeley","1452"
"2006","U. Nal. De Col.","Villa madonna academy","1453"
"2006","U. Nal. De Col.","Alief ind. School district-elsik high school","1454"
"2006","U. Del atlantico","Wilson senior high school","1455"
"2006","U. Del cauca","Ball state U.","1456"
"2006","U. Santo tomas","Mcmeen elementary school","1457"
"2006","U. Javeriana","Emory U.","1458"
"2006","U. Tecnologica de pereira - utp","U. Of alabama at birmingham","1459"
"2007","U. Nal. De Col.","U. Of illinois at chicago","1460"
"2007","U. De antioquia","Ohio U. - main campus","1461"
"2007","U. De los andes","Georgetown U.","1462"
"2007","U. Del quindio","Georgia institute of technology - main campus","1463"
"2007","U. Javeriana","U. Of oregon","1464"
"2007","Escuela de ingenieria de antioquia eia","Emory U.","1465"
"2007","U. Nal. De Col.","Kansas state U.","1466"
"2007","Escuela de ingenieria de antioquia eia","U. Of maryland, college park","1467"
"2007","U. Nal. De Col.","U. Of arizona","1468"
"2007","U. Eafit-","Pennsylvania state U.","1469"
"2007","U. Eafit-","U. Of maryland - college park","1470"
"2007","U. De los andes","Georgia institute of technology - main campus","1471"
"2007","U. Tecnologica de bolivar","Suny at buffalo","1472"
"2007","U. Industrial de std","U. Of connecticut","1473"
"2007","U. Distrital-francisco jose de caldas","U. Of illinois at urbana-champaign","1474"
"2007","U. Javeriana","U. Of arkansas, fayetteville","1475"
"2007","U. Nal. De Col.","Michigan state U.","1476"
"2007","U. De los andes","U. Of maryland - college park","1477"
"2007","U. Nal. De Col.","Pratt institute","1478"
"2007","U. De los andes","U. Of utah","1479"
"2007","U. De los andes","Indiana U. Bloomington","1480"
"2007","U. De los andes","The new school","1481"
"2007","U. Nal. De Col.","U. Of california, santa barbara","1482"
"2007","U. Libre","American U.","1483"
"2007","U. Del valle","Michigan state U.","1484"
"2007","U. De antioquia","U. Of hawaii at manoa","1485"
"2007","U. De los andes","Temple U.","1486"
"2007","U. De los andes","The new school","1487"
"2007","U. De los andes","Massachusetts institute of technology","1488"
"2007","U. Pontificia bolivariana","Massachusetts institute of technology","1489"
"2007","U. Nal. De Col.","Cornell U.","1490"
"2007","U. Pedagogica nal.","North elementary brighton -co","1491"
"2007","U. Del atlantico","Irving elementary school","1492"
"2007","U. De la salle","Longfellow school","1493"
"2007","U. Del valle","Mason county high school","1494"
"2007","U. Nal. De Col.","Eastern washington U.","1495"
"2007","U. De los andes","Washington U. In st louis","1496"
"2007","U. De los andes","Suny purchase","1497"
"2008","Escuela de ingenieria de antioquia eia","Purdue U.","1498"
"2008","U. Eafit-","Purdue U.","1499"
"2008","Escuela de ingenieria de antioquia eia","Emory U.","1500"
"2008","U. Del valle","Wake forest U.","1501"
"2008","U. De antioquia","U. Of connecticut","1502"
"2008","U. De antioquia","U. Of connecticut","1503"
"2008","U. Tecnologica de pereira - utp","Iowa state U.","1504"
"2008","U. De los andes","U. Of pittsburgh - main campus","1505"
"2008","U. De los andes","Cornell U.","1506"
"2008","U. Autonoma de manizales","U. Of arizona","1507"
"2008","U. Pontificia bolivariana","Suny at albany","1508"
"2008","Colegio mayor de nuestra señora del rosario","U. Of kansas","1509"
"2008","U. Eafit-","Syracuse U.","1510"
"2008","U. Pontificia bolivariana","U. Of florida","1511"
"2008","U. Industrial de std","U. Of wisconsin - madison","1512"
"2008","U. Autonoma de manizales","U. Of cincinnati","1513"
"2008","U. Pontificia bolivariana","Southern illinois U. Carbondale","1514"
"2008","Escuela de ingenieria de antioquia eia","Duke U.","1515"
"2008","U. Del valle","U. Of florida","1516"
"2008","U. De antioquia","Suny at binghamton","1517"
"2008","U. Industrial de std","U. Of south carolina - columbia","1518"
"2008","U. Nal. De Col.","Duke U.","1519"
"2008","U. Industrial de std","Suny stony brook","1520"
"2008","U. Del norte","U. Of florida","1521"
"2008","Escuela de ingenieria de antioquia eia","U. Of illinois at urbana-champaign","1522"
"2008","U. Del norte","Suny at buffalo","1523"
"2008","U. Javeriana","Temple U.","1524"
"2008","U. Eafit-","U. Of maryland - college park","1525"
"2008","U. Javeriana","U. Of massachusetts amherst","1526"
"2008","Escuela de ingenieria de antioquia eia","U. Of cincinnati","1527"
"2008","U. Del norte","Suny at buffalo","1528"
"2008","U. Del norte","Suny at buffalo","1529"
"2008","U. Del norte","Purdue U.","1530"
"2008","Escuela de ingenieria de antioquia eia","U. Of illinois at urbana-champaign","1531"
"2008","U. Pontificia bolivariana","Southern illinois U. Carbondale","1532"
"2008","U. De los andes","Michigan state U.","1533"
"2008","U. De los andes","American U.","1534"
"2008","U. Eafit-","Boston college","1535"
"2008","U. De nariño","Ohio state U.","1536"
"2008","U. De los andes","Rice U.","1537"
"2008","U. De los andes","U. Of illinois at chicago","1538"
"2008","Colegio mayor de nuestra señora del rosario","Columbia U. In the city of new york","1539"
"2008","U. Nal. De Col.","Iowa state U.","1540"
"2008","U. Tecnologica de bolivar","Washington state U.","1541"
"2008","U. Industrial de std","U. Of wisconsin - madison","1542"
"2008","U. Externado de Col.","George washington U., the","1543"
"2008","U. De antioquia","U. Of notre dame","1544"
"2008","U. Nal. De Col.","U. Of connecticut","1545"
"2008","U. De los andes","U. Of maryland - baltimore","1546"
"2008","U. De los andes","The new school","1547"
"2008","U. De los andes","U. Of california, berkeley","1548"
"2008","U. De los andes","California institute of the arts","1549"
"2008","U. Javeriana","Brown U.","1550"
"2008","Fundacion U. De bogota - jorge tadeo lozano","San francisco art institute","1551"
"2008","U. De los andes","Stanford U.","1552"
"2008","U. Tecnologica de pereira - utp","U. Of maryland - college park","1553"
"2008","U. De los andes","Georgia institute of technology - main campus","1554"
"2008","U. De los andes","U. Of california - san diego","1555"
"2008","Colegio mayor de nuestra señora del rosario","Regis college","1556"
"2008","U. Libre","Souhegan high school","1557"
"2008","U. De caldas","Luella high school, locust grove","1558"
"2008","U. De la salle","Granville middle school/granville","1559"
"2008","U. Externado de Col.","U. Of california - davis","1560"
"2008","U. Del valle","Colorado state U.","1561"
"2008","U. Nal. De Col.","Medical U. Of south carolina","1562"
"2008","U. De la salle","Alameda high school","1563"
"2009","U. Nal. De Col.","U. Of california - davis","1564"
"2009","U. De manizales","Ohio U. - main campus","1565"
"2009","U. Nal. De Col.","U. Of missouri - st louis","1566"
"2009","U. Estatal de moscú","U. Of maryland - college park","1567"
"2009","U. De antioquia","Cornell U.","1568"
"2009","U. Pedagogica nal.","U. Of wisconsin - madison","1569"
"2009","U. Del norte","U. Of missouri - kansas city","1570"
"2009","U. Javeriana","Washington state U.","1571"
"2009","U. Javeriana","U. Of louisville","1572"
"2009","U. De caldas","U. Of arizona","1573"
"2009","U. Del cauca","U. Of alabama at birmingham","1574"
"2009","U. Tecnologica de pereira - utp","U. Of arkansas, fayetteville","1575"
"2009","U. Del quindio","Duke U.","1576"
"2009","U. Icesi","Purdue U.","1577"
"2009","U. De pamplona","U. Of pittsburgh - main campus","1578"
"2009","U. Pedagogica nal.","Lincoln U.","1579"
"2009","U. Nal. De Col.","U. Of alabama at birmingham","1580"
"2009","U. De los andes","Georgetown U.","1581"
"2009","U. De los andes","U. Of california, irvine","1582"
"2009","U. Incca de Col.","Purdue U.","1583"
"2009","U. Autonoma de bucaramanga-unab-","U. Of north dakota","1584"
"2009","U. Del atlantico","U. Of north dakota","1585"
"2009","U. Javeriana","U. Of nebraska - lincoln","1586"
"2009","U. De caldas","Purdue U.","1587"
"2009","U. De cordoba","U. Of nebraska - lincoln","1588"
"2009","U. Pedagogica nal.","U. Of alabama at birmingham","1589"
"2009","U. De antioquia","Willamette U.","1590"
"2009","U. Nal. De Col.","U. Of louisville","1591"
"2009","U. De los andes","Suny stony brook","1592"
"2009","U. Nal. De Col.","San francisco art institute","1593"
"2009","U. Nal. De Col.","San francisco art institute","1594"
"2009","U. Nal. De Col.","Boston college","1595"
"2009","U. Del valle","Iowa state U.","1596"
"2009","U. Javeriana","Ohio state U.","1597"
"2009","U. De los andes","U. Of michigan - ann arbor","1598"
"2009","Fundacion U. De bogota - jorge tadeo lozano","U. Of south florida","1599"
"2009","U. De los andes","U. Of texas at austin","1600"
"2009","Escuela superior de administracion publica-esap-","Vanderbilt U.","1601"
"2009","U. Eafit-","Georgetown U.","1602"
"2009","U. De los andes","Harvard U.","1603"
"2009","U. Javeriana","Georgetown U.","1604"
"2009","U. Javeriana","U. Of central florida","1605"
"2009","U. Eafit-","U. Of maryland - college park","1606"
"2009","U. De los andes","U. Of florida","1607"
"2009","U. Nal. De Col.","U. Of florida","1608"
"2009","I.d.p.a. Conservatorio antonio ma. Valen","Queens college of the city U. Of new york","1609"
"2009","U. Javeriana","U. Of arkansas, fayetteville","1610"
"2009","U. Externado de Col.","U. Of maryland - college park","1611"
"2009","U. De cartagena","U. Of pittsburgh - main campus","1612"
"2009","U. Nal. De Col.","Georgia institute of technology - main campus","1613"
"2009","Escuela de ingenieria de antioquia eia","Georgia institute of technology - main campus","1614"
"2009","Escuela de ingenieria de antioquia eia","U. Of pittsburgh - main campus","1615"
"2009","U. Javeriana","U. Of illinois at urbana-champaign","1616"
"2009","U. Industrial de std","Purdue U.","1617"
"2009","U. Javeriana","George washington U., the","1618"
"2009","U. Nal. De Col.","U. Of california - davis","1619"
"2009","U. De san buenaventura","Suny college of environmental science and forestry","1620"
"2009","U. De nariño","Southern illinois U. Carbondale","1621"
"2009","Escuela nal. De antropología e historia méxico","Western michigan U.","1622"
"2009","U. Tecnologica del choco-diego luis cordoba","Southern illinois U. Carbondale","1623"
"2009","U. El bosque","U. Of michigan - ann arbor","1624"
"2009","U. Del valle","New york U.","1625"
"2009","U. Santo tomas","U. Of pittsburgh - main campus","1626"
"2009","U. De los andes","Harvard U.","1627"
"2009","U. De los andes","U. Of wisconsin - madison","1628"
"2009","U. De los andes","New york U.","1629"
"2010","U. Javeriana","Suny at buffalo","1630"
"2010","U. Eafit-","Suffolk U.","1631"
"2010","U. De los andes","Columbia U. In the city of new york","1632"
"2010","U. Pontificia bolivariana","American U.","1633"
"2010","U. Del norte","Washington state U.","1634"
"2010","U. De los andes","Illinois state U.","1635"
"2010","Fundacion U. De bogota - jorge tadeo lozano","Suny at binghamton","1636"
"2010","U. De san buenaventura","U. Of florida","1637"
"2010","U. Del valle","U. Of florida","1638"
"2010","Escuela de ingenieria de antioquia eia","U. Of nebraska - lincoln","1639"
"2010","U. Javeriana","U. Of connecticut","1640"
"2010","U. Nal. De Col.","U. Of illinois at chicago","1641"
"2010","U. Del valle","U. Of florida","1642"
"2010","U. Eafit-","Boston U.","1643"
"2010","U. Pontificia bolivariana","American U.","1644"
"2010","U. De medellin","Carnegie mellon U.","1645"
"2010","U. Del valle","U. Of illinois at urbana-champaign","1646"
"2010","Escuela de ingenieria de antioquia eia","Suny college of environmental science and forestry","1647"
"2010","U. Nal. De Col.","U. Of north carolina at chapel hill","1648"
"2010","U. De los andes","Brown U.","1649"
"2010","U. Eafit-","Boston college","1650"
"2010","U. De los andes","Harvard U.","1651"
"2010","U. Javeriana","Suny stony brook","1652"
"2010","U. Eafit-","U. Of illinois at urbana-champaign","1653"
"2010","Escuela de ingenieria de antioquia eia","Emory U.","1654"
"2010","U. Nal. De Col.","Illinois institute of technology","1655"
"2010","U. Industrial de std","Purdue U.","1656"
"2010","U. Nal. De Col.","Ohio state U.","1657"
"2010","U. Ces","Brigham young U.","1658"
"2010","U. Del valle","Portland state U.","1659"
"2010","Colegio mayor de nuestra señora del rosario","Cornell U.","1660"
"2010","U. Javeriana","Southern illinois U. Carbondale","1661"
"2010","U. Externado de Col.","U. Of arkansas, fayetteville","1662"
"2010","Escuela militar de aviacion marco fidel suarez","Purdue U.","1663"
"2010","U. Nal. De Col.","U. Of arizona","1664"
"2010","U. Del atlantico","Suny stony brook","1665"
"2010","U. Nal. De Col.","Ohio state U.","1666"
"2010","U. De caldas","Michigan state U.","1667"
"2010","Escuela agricola panamericana, zamorano","Purdue U.","1668"
"2010","U. De los andes","Purdue U.","1669"
"2010","U. De caldas","Pennsylvania state U.","1670"
"2010","U. Nal. De Col.","U. Of iowa","1671"
"2010","U. Nal. De Col.","U. Of florida","1672"
"2010","U. Del norte","Purdue U.","1673"
"2010","U. Nal. De Col.","U. Of arkansas, fayetteville","1674"
"2010","U. Distrital-francisco jose de caldas","U. Of north dakota","1675"
"2010","U. Del valle","U. Of missouri - columbia","1676"
"2010","U. Del valle","Georgia institute of technology - main campus","1677"
"2010","U. Del valle","Suny at buffalo","1678"
"2010","Escuela militar de aviacion marco fidel suarez","Old dominion U.","1679"
"2010","U. Del norte","U. Of oregon","1680"
"2010","U. Eafit-","Temple U.","1681"
"2010","U. Francisco de paula std","U. Of delaware","1682"
"2010","Escuela superior de administracion publica-esap-","U. Of michigan - ann arbor","1683"
"2010","U. De los llanos","U. Of washington","1684"
"2010","U. Industrial de std","U. Of pittsburgh - main campus","1685"
"2010","U. De los andes","New york U.","1686"
"2010","U. Javeriana","U. Of oregon","1687"
"2010","U. Nal. De Col.","Syracuse U.","1688"
"2010","U. Nal. De Col.","U. Of california - los angeles","1689"
"2010","U. Javeriana","U. Of miami","1690"
"2010","U. Javeriana","Columbia U. In the city of new york","1691"
"2010","U. Externado de Col.","Temple U.","1692"
"2010","U. De los andes","U. Of pittsburgh - main campus","1693"
"2010","U. Nal. De Col.","U. Of maryland - college park","1694"
"2010","U. Tecnologica de bolivar","Northeastern U.","1695"
"2010","U. De los andes","U. Of maryland - college park","1696"
"2010","U. Pontificia bolivariana","Purdue U.","1697"
"2010","U. Ces","Rush U.","1698"
"2010","U. Ces","Texas tech U.","1699"
"2010","U. De los andes","Howard U.","1700"
"2010","U. Javeriana","Drexel U.","1701"
"2010","U. Externado de Col.","Syracuse U.","1702"
"2010","Fundacion U. Autonoma de Col. -fuac-","Massachusetts institute of technology","1703"
"2010","U. Nal. De Col.","U. Of louisville","1704"
"2010","U. De los andes","U. Of  - twin cities","1705"
"2011","U. De san buenaventura","Georgetown U.","1706"
"2011","Eberhard-karls-universitaet tuebingen","U. Of notre dame","1707"
"2011","U. Javeriana","Columbia U. In the city of new york","1708"
"2011","U. Militar-nueva granada","U. Of florida","1709"
